promo_id,start_date,end_date,shop_id,item_category_id,promo_type,promo_channel,discount_pct,demand_uplift_mult
1709,2024-11-28,2024-12-01,3,71,Combo Offer,In-Store,0.27,2.01
1710,2025-03-15,2025-03-22,4,99,Combo Offer,WhatsApp,0.3,1.86
1711,2021-06-04,2021-06-10,20,37,Price Drop,In-Store,0.28,1.73
1712,2022-10-03,2022-10-08,21,57,Category Discount,Flyer,0.26,1.76
1713,2021-07-24,2021-07-31,33,84,Weekend Saver,Billboard,0.3,1.28
1714,2024-02-26,2024-02-29,11,75,Category Discount,WhatsApp,0.08,1.22
1715,2023-11-11,2023-11-18,14,84,Price Drop,In-Store,0.24,1.15
1716,2023-02-13,2023-02-16,14,44,Price Drop,In-Store,0.15,2.12
1717,2025-09-16,2025-09-21,28,69,Category Discount,WhatsApp,0.27,1.7
1718,2023-10-23,2023-10-30,29,7,Category Discount,In-Store,0.18,1.81
1719,2021-04-05,2021-04-09,47,32,Weekend Saver,In-Store,0.13,2.08
1720,2024-09-02,2024-09-05,32,5,Combo Offer,In-Store,0.07,1.58
1721,2024-10-29,2024-11-05,22,90,Combo Offer,Flyer,0.14,1.64
1722,2021-10-29,2021-11-01,49,97,Price Drop,Flyer,0.22,1.39
1723,2025-12-24,2025-12-27,22,76,Category Discount,Flyer,0.19,1.53
1724,2024-08-18,2024-08-25,5,28,Combo Offer,In-Store,0.19,1.85
1725,2025-10-12,2025-10-14,46,100,Price Drop,Billboard,0.19,1.55
1726,2021-04-15,2021-04-22,29,7,Clearance,In-Store,0.31,1.31
1727,2024-06-01,2024-06-05,8,48,Clearance,Flyer,0.12,1.41
1728,2022-04-01,2022-04-08,27,49,Category Discount,In-Store,0.08,1.78
1729,2024-07-09,2024-07-16,37,59,Festive Mega Sale,WhatsApp,0.07,1.15
1730,2025-06-23,2025-06-25,27,5,Weekend Saver,In-Store,0.3,1.59
1731,2021-07-03,2021-07-11,43,89,Price Drop,App Notification,0.2,1.99
1732,2025-08-19,2025-08-22,12,12,Category Discount,WhatsApp,0.12,2.09
1733,2024-06-12,2024-06-19,28,37,Price Drop,WhatsApp,0.31,1.71
1734,2025-12-18,2025-12-22,43,29,Festive Mega Sale,In-Store,0.24,2.08
1735,2024-08-08,2024-08-11,35,91,Weekend Saver,App Notification,0.12,1.17
1736,2021-08-12,2021-08-14,2,25,Combo Offer,Flyer,0.12,1.99
1737,2022-01-18,2022-01-26,39,16,Combo Offer,In-Store,0.31,1.75
1738,2025-12-14,2025-12-20,10,64,Buy X Get Y,Flyer,0.16,1.64
1739,2021-06-15,2021-06-20,48,53,Price Drop,WhatsApp,0.23,1.83
1740,2023-03-07,2023-03-13,2,23,Category Discount,In-Store,0.12,1.99
1741,2024-03-24,2024-04-01,35,33,Clearance,In-Store,0.28,1.19
1742,2023-02-22,2023-02-27,37,96,Combo Offer,In-Store,0.13,1.85
1743,2023-01-04,2023-01-08,49,5,Festive Mega Sale,WhatsApp,0.22,1.9
1744,2025-03-27,2025-04-04,39,90,Category Discount,In-Store,0.08,1.46
1745,2022-11-16,2022-11-18,28,27,Weekend Saver,In-Store,0.08,1.67
1746,2022-12-20,2022-12-26,7,5,Combo Offer,In-Store,0.17,1.12
1747,2023-03-11,2023-03-13,13,49,Price Drop,In-Store,0.2,1.91
1748,2021-09-14,2021-09-21,45,16,Festive Mega Sale,App Notification,0.09,2.1
1749,2022-07-22,2022-07-30,1,23,Buy X Get Y,Flyer,0.14,1.66
1750,2024-08-20,2024-08-23,22,75,Combo Offer,In-Store,0.28,2.13
1751,2023-09-10,2023-09-18,20,72,Price Drop,In-Store,0.3,1.32
1752,2024-05-30,2024-06-04,16,28,Weekend Saver,In-Store,0.22,1.77
1753,2023-05-20,2023-05-24,32,32,Category Discount,WhatsApp,0.11,2.01
1754,2025-12-10,2025-12-15,35,76,Weekend Saver,In-Store,0.12,1.1
1755,2024-11-10,2024-11-18,10,32,Weekend Saver,Flyer,0.27,2.13
1756,2023-01-05,2023-01-12,7,9,Category Discount,In-Store,0.09,1.31
1757,2023-01-30,2023-02-02,41,70,Clearance,In-Store,0.23,1.83
1758,2022-08-22,2022-08-27,26,69,Price Drop,In-Store,0.29,1.37
1759,2021-12-20,2021-12-27,33,31,Category Discount,In-Store,0.27,1.9
1760,2023-07-18,2023-07-24,20,100,Festive Mega Sale,Flyer,0.33,1.17
1761,2023-10-08,2023-10-13,48,72,Weekend Saver,In-Store,0.26,2.16
1762,2025-05-18,2025-05-23,28,8,Category Discount,Flyer,0.35,2.07
1763,2024-08-10,2024-08-12,22,58,Weekend Saver,App Notification,0.33,1.67
1764,2022-06-28,2022-07-02,21,70,Category Discount,Flyer,0.13,1.76
1765,2021-01-18,2021-01-22,41,22,Category Discount,In-Store,0.3,2.13
1766,2024-11-28,2024-12-02,44,1,Clearance,Flyer,0.24,2.06
1767,2022-04-25,2022-04-28,6,80,Category Discount,WhatsApp,0.3,1.2
1768,2024-08-19,2024-08-27,37,42,Category Discount,In-Store,0.24,1.75
1769,2025-08-27,2025-09-04,42,34,Category Discount,In-Store,0.1,1.74
1770,2023-09-17,2023-09-24,2,77,Festive Mega Sale,In-Store,0.3,1.39
1771,2023-10-03,2023-10-06,49,73,Weekend Saver,WhatsApp,0.12,1.96
1772,2024-03-27,2024-04-01,12,31,Buy X Get Y,In-Store,0.06,1.55
1773,2024-09-29,2024-10-05,40,67,Category Discount,App Notification,0.26,1.36
1774,2022-05-25,2022-05-28,6,75,Category Discount,In-Store,0.08,1.81
1775,2024-01-13,2024-01-17,23,33,Price Drop,In-Store,0.35,1.42
1776,2024-08-06,2024-08-09,18,66,Price Drop,In-Store,0.29,1.95
1777,2022-08-23,2022-08-25,45,74,Category Discount,In-Store,0.12,2.1
1778,2025-08-13,2025-08-15,17,15,Category Discount,Billboard,0.23,2.04
1779,2021-09-10,2021-09-18,46,74,Clearance,In-Store,0.22,1.79
1780,2024-10-03,2024-10-06,33,74,Category Discount,WhatsApp,0.14,2.08
1781,2024-09-06,2024-09-13,18,5,Weekend Saver,In-Store,0.33,1.89
1782,2021-10-22,2021-10-24,28,61,Category Discount,In-Store,0.24,2.18
1783,2025-11-06,2025-11-10,1,26,Category Discount,In-Store,0.23,2.14
1784,2021-01-12,2021-01-19,47,26,Category Discount,WhatsApp,0.2,1.3
1785,2021-05-20,2021-05-28,2,90,Price Drop,In-Store,0.06,1.27
1786,2023-06-18,2023-06-24,11,86,Category Discount,App Notification,0.28,1.21
1787,2021-09-16,2021-09-24,10,65,Buy X Get Y,Flyer,0.31,1.18
1788,2024-06-10,2024-06-18,37,47,Clearance,In-Store,0.34,1.85
1789,2022-09-15,2022-09-18,36,34,Festive Mega Sale,In-Store,0.17,1.76
1790,2023-12-21,2023-12-29,26,46,Festive Mega Sale,In-Store,0.14,1.41
1791,2023-11-21,2023-11-27,2,19,Weekend Saver,In-Store,0.06,1.41
1792,2025-02-02,2025-02-09,31,74,Category Discount,Flyer,0.18,1.27
1793,2024-11-23,2024-11-25,11,88,Weekend Saver,In-Store,0.15,2.1
1794,2021-03-21,2021-03-27,29,4,Combo Offer,In-Store,0.24,1.77
1795,2022-01-24,2022-01-27,4,6,Price Drop,Flyer,0.22,2.01
1796,2021-10-09,2021-10-12,4,4,Category Discount,In-Store,0.33,1.65
1797,2025-02-06,2025-02-11,50,32,Combo Offer,In-Store,0.11,1.73
1798,2025-01-29,2025-02-03,14,83,Weekend Saver,In-Store,0.15,1.67
1799,2023-06-09,2023-06-17,48,44,Price Drop,App Notification,0.34,1.34
1800,2022-07-10,2022-07-12,16,46,Price Drop,Flyer,0.11,1.61
